movieId,title,year,count,mean,bayesian_avg
6111,42734,Hoodwinked!,2005,166,3.1144578313253013,3.102
6112,42738,Underworld: Evolution,2006,473,3.273784355179704,3.227
6113,42740,Looking for Comedy in the Muslim World,2005,15,2.5,3.041
6114,42761,Casper Meets Wendy,1998,4,3.5,3.1
6115,42943,Revolution,1985,4,2.375,3.073
6116,42946,Project A ('A' gai waak),1983,21,3.3333333333333335,3.118
6117,43289,"Bird People in China, The (Chûgoku no chôjin)",1998,2,2.25,3.08
6118,43333,Water,2005,60,3.941666666666667,3.319
6119,43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage),2005,121,3.8057851239669422,3.395
6120,43396,"World's Fastest Indian, The",2005,264,3.867424242424242,3.571
6121,43419,Bandidas,2006,61,2.69672131147541,2.983
6122,43460,Tristram Shandy: A Cock and Bull Story,2005,84,3.4404761904761907,3.209
6123,43549,Helter Skelter,2004,9,2.6666666666666665,3.068
6124,43556,Annapolis,2006,36,2.8055555555555554,3.039
6125,43558,Big Momma's House 2,2006,65,2.253846153846154,2.852
6126,43560,Nanny McPhee,2005,175,3.2142857142857144,3.154
6127,43677,"Tuskegee Airmen, The",1995,29,3.4482758620689653,3.144
6128,43679,Final Destination 3,2006,207,2.652173913043478,2.845
6129,43684,Something New,2006,43,3.4767441860465116,3.171
6130,43708,Block Party (a.k.a. Dave Chappelle's Block Party),2005,49,3.357142857142857,3.152
6131,43744,Imagine Me & You,2005,50,3.38,3.158
6132,43836,"Pink Panther, The",2006,186,2.814516129032258,2.943
6133,43869,Curious George,2006,52,3.1346153846153846,3.101
6134,43871,Firewall,2006,158,2.8164556962025316,2.956
6135,43904,When a Stranger Calls,2006,43,2.058139534883721,2.875
6136,43908,London,2005,21,2.857142857142857,3.064
6137,43912,Freedomland,2006,38,2.539473684210526,2.986
6138,43914,Winter Passing,2005,24,3.2083333333333335,3.105
6139,43917,Eight Below,2006,104,3.2115384615384617,3.137
6140,43919,Date Movie,2006,165,1.7666666666666666,2.425
6141,43921,Running Scared,2006,119,3.3403361344537816,3.196
6142,43928,Ultraviolet,2006,247,2.4757085020242915,2.72
6143,43930,Just My Luck,2006,66,2.9696969696969697,3.056
6144,43932,Pulse,2006,51,2.176470588235294,2.873
6145,43936,16 Blocks,2006,361,3.2977839335180055,3.233
6146,44004,Failure to Launch,2006,215,2.8302325581395347,2.942
6147,44020,Ultimate Avengers,2006,12,2.875,3.076
6148,44022,Ice Age 2: The Meltdown,2006,584,3.316780821917808,3.267
6149,44189,Ask the Dust,2006,15,2.9,3.074
6150,44191,V for Vendetta,2006,3258,3.904235727440147,3.865
6151,44193,She's the Man,2006,181,3.4337016574585637,3.271
6152,44195,Thank You for Smoking,2006,1554,3.83976833976834,3.769
6153,44197,Find Me Guilty,2006,48,3.53125,3.191
6154,44199,Inside Man,2006,1200,3.944166666666667,3.842
6155,44204,Tsotsi,2005,131,3.7099236641221376,3.366
6156,44225,Aquamarine,2006,53,2.6132075471698113,2.973
6157,44238,Leprechaun 2,1994,15,2.1,3.007
6158,44241,Leprechaun 3,1995,11,1.8636363636363635,3.013
6159,44243,Leprechaun 4: In Space,1997,4,1.0,3.04
6160,44301,Lights in the Dusk (Laitakaupungin valot),2006,19,3.3157894736842106,3.114
6161,44397,"Hills Have Eyes, The",2006,203,2.9088669950738915,2.99
6162,44399,"Shaggy Dog, The",2006,27,2.5555555555555554,3.014
6163,44511,Unknown White Male,2005,5,3.6,3.105
6164,44555,"Lives of Others, The (Das leben der Anderen)",2006,1266,4.177330173775672,4.053
6165,44597,Youth of the Beast (Yaju no seishun),1963,5,3.7,3.108
6166,44613,Take the Lead,2006,47,3.382978723404255,3.156
6167,44633,"Devil and Daniel Johnston, The",2005,65,3.746153846153846,3.277
6168,44657,Mouchette,1967,28,4.196428571428571,3.252
6169,44665,Lucky Number Slevin,2006,1208,3.88658940397351,3.792
6170,44694,Volver,2006,415,3.86144578313253,3.644
6171,44709,Akeelah and the Bee,2006,166,3.5933734939759034,3.344
6172,44719,Brainstorm,2001,3,3.8333333333333335,3.104
6173,44731,Stay Alive,2006,37,2.4864864864864864,2.979
6174,44759,Basic Instinct 2,2006,79,2.170886075949367,2.79
6175,44761,Brick,2005,423,3.7174940898345152,3.543
6176,44773,"Dead Hate the Living!, The",2000,2,2.5,3.083
6177,44777,Evil Aliens,2005,5,3.1,3.091
6178,44788,This Film Is Not Yet Rated,2006,185,3.727027027027027,3.429
6179,44828,Slither,2006,147,3.1904761904761907,3.138
6180,44840,"Benchwarmers, The",2006,111,2.7162162162162162,2.939
6181,44849,Renaissance,2006,36,3.4027777777777777,3.147
6182,44851,Go for Zucker! (Alles auf Zucker!),2004,3,4.0,3.107
6183,44864,Friends with Money,2006,91,3.0549450549450547,3.078
6184,44889,Reefer Madness: The Movie Musical,2005,33,3.303030303030303,3.126
6185,44929,Candy,2006,61,3.5327868852459017,3.211
6186,44931,Secrets of a Soul (Geheimnisse einer Seele),1926,1,4.5,3.099
6187,44937,"Child, The (L'enfant)",2005,56,3.5535714285714284,3.209
6188,44943,9/11,2002,25,3.24,3.11
6189,44972,Scary Movie 4,2006,291,2.3780068728522337,2.634
6190,44974,Hard Candy,2005,367,3.5967302452316074,3.441
6191,45028,"Prairie Home Companion, A",2006,142,3.3485915492957745,3.211
6192,45062,"Sentinel, The",2006,115,2.9782608695652173,3.044
6193,45074,"Wild, The",2006,47,2.5638297872340425,2.973
6194,45081,Silent Hill,2006,314,3.2070063694267517,3.167
6195,45106,American Dreamz,2006,84,2.7976190476190474,2.991
6196,45175,Kinky Boots,2005,50,3.32,3.144
6197,45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong)",2005,59,3.3220338983050848,3.152
6198,45186,Mission: Impossible III,2006,705,3.3453900709219857,3.297
6199,45208,RV,2006,95,2.6,2.91
6200,45210,United 93,2006,314,3.5652866242038215,3.403
6201,45221,Stick It,2006,50,2.96,3.06
6202,45361,"American Haunting, An",2005,46,2.260869565217391,2.908
6203,45382,Down in the Valley,2005,43,3.0232558139534884,3.076
6204,45431,Over the Hedge,2006,426,3.4002347417840375,3.314
6205,45440,Art School Confidential,2006,95,3.168421052631579,3.119
6206,45442,Poseidon,2006,156,2.6826923076923075,2.891
6207,45447,"Da Vinci Code, The",2006,1185,3.116455696202532,3.113
6208,45499,X-Men: The Last Stand,2006,1388,3.3332132564841497,3.308
6209,45501,"Break-Up, The",2006,327,2.853211009174312,2.932
6210,45503,Peaceful Warrior,2006,36,3.5972222222222223,3.182
6211,45517,Cars,2006,981,3.429663608562691,3.381
6212,45635,"Notorious Bettie Page, The",2005,41,3.0609756097560976,3.084
6213,45648,Game 6,2005,4,2.625,3.079
6214,45658,On a Clear Day,2005,8,3.5625,3.112
6215,45662,"Omen, The",2006,122,2.622950819672131,2.89
6216,45666,Nacho Libre,2006,269,2.6152416356877324,2.795
6217,45668,"Lake House, The",2006,247,3.41497975708502,3.286
6218,45672,Click,2006,538,3.063197026022305,3.07
6219,45720,"Devil Wears Prada, The",2006,824,3.4605582524271843,3.399
6220,45722,Pirates of the Caribbean: Dead Man's Chest,2006,2113,3.442972077614766,3.418
6221,45726,"You, Me and Dupree",2006,186,2.696236559139785,2.88
6222,45728,Clerks II,2006,571,3.5796847635726796,3.471
6223,45730,Lady in the Water,2006,248,2.961693548387097,3.013
6224,45732,My Super Ex-Girlfriend,2006,194,2.463917525773196,2.75
6225,45880,Marie Antoinette,2006,236,3.2733050847457625,3.199
6226,45928,Who Killed the Electric Car?,2006,136,3.7426470588235294,3.387
6227,45950,"Inconvenient Truth, An",2006,473,3.7251585623678647,3.562
6228,45969,Career Opportunities,1991,10,2.55,3.059
6229,46062,High School Musical,2006,109,2.5275229357798166,2.865
6230,46105,I Am a Sex Addict,2005,6,4.166666666666667,3.128
6231,46231,Stoned,2005,3,1.1666666666666667,3.056
6232,46322,Jet Li's Fearless (Huo Yuan Jia),2006,227,3.797356828193833,3.502
6233,46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)",2006,284,2.7007042253521125,2.843
6234,46337,Garfield: A Tail of Two Kitties,2006,58,2.5775862068965516,2.956
6235,46347,Metal: A Headbanger's Journey,2005,45,3.6555555555555554,3.213
6236,46367,"Public Eye, The",1992,4,3.125,3.091
6237,46530,Superman Returns,2006,749,3.0927903871829105,3.092
6238,46559,"Road to Guantanamo, The",2006,44,3.5568181818181817,3.189
6239,46572,Edmond,2005,37,3.2837837837837838,3.126
6240,46574,"OH in Ohio, The",2006,20,2.8,3.059
6241,46578,Little Miss Sunshine,2006,2662,3.920548459804658,3.873
6242,46664,"Fallen Idol, The",1948,20,3.55,3.141
6243,46723,Babel,2006,865,3.6566473988439308,3.567
6244,46772,Strangers with Candy,2005,40,2.8125,3.036
6245,46850,Wordplay,2006,120,3.808333333333333,3.395
6246,46855,Army of Shadows (L'armée des ombres),1969,63,3.9206349206349205,3.322
6247,46862,Orchestra Rehearsal (Prova d'orchestra),1978,4,4.125,3.115
6248,46865,Little Man,2006,62,2.0806451612903225,2.812
6249,46948,Monster House,2006,204,3.2916666666666665,3.202
6250,46965,Snakes on a Plane,2006,370,2.5864864864864865,2.741
6251,46967,Scoop,2006,167,3.4550898203592815,3.275
6252,46970,Talladega Nights: The Ballad of Ricky Bobby,2006,526,3.209125475285171,3.181
6253,46972,Night at the Museum,2006,650,3.096923076923077,3.096
6254,46974,World Trade Center,2006,113,2.9867256637168142,3.048
6255,46976,Stranger than Fiction,2006,1328,3.8343373493975905,3.753
6256,47044,Miami Vice,2006,244,2.9364754098360657,2.998
6257,47099,"Pursuit of Happyness, The",2006,894,3.8411633109619685,3.725
6258,47122,John Tucker Must Die,2006,140,2.9571428571428573,3.029
6259,47124,"Ant Bully, The",2006,71,3.063380281690141,3.082
6260,47200,Crank,2006,429,3.4393939393939394,3.343
6261,47202,"Secret Life of Words, The",2005,36,3.9166666666666665,3.24
6262,47254,Chaos,2005,57,3.3333333333333335,3.153
6263,47261,"Night Listener, The",2006,44,2.7045454545454546,3.008
6264,47382,Step Up,2006,133,3.3233082706766917,3.195
6265,47384,Zoom,2006,23,2.5,3.017
6266,47404,Mind Game,2004,34,3.75,3.204
6267,47423,Half Nelson,2006,205,3.7439024390243905,3.454
6268,47446,"Moustache, La",2005,18,3.388888888888889,3.12
6269,47465,Tideland,2005,81,3.345679012345679,3.175
6270,47491,Adam's Apples (Adams æbler),2005,133,3.988721804511278,3.494
6271,47516,Material Girls,2006,23,2.369565217391304,3.001
6272,47518,Accepted,2006,246,3.071138211382114,3.079
6273,47538,Crime Busters,1977,2,3.25,3.092
6274,47566,Born to Kill,1947,8,3.5,3.109
6275,47610,"Illusionist, The",2006,1419,3.8269908386187454,3.751
6276,47629,The Queen,2006,421,3.718527315914489,3.543
6277,47640,Beerfest,2006,173,2.959537572254335,3.023
6278,47644,Invincible,2006,141,3.50354609929078,3.282
6279,47646,Idlewild,2006,15,3.3333333333333335,3.111
6280,47721,"Red Balloon, The (Ballon rouge, Le)",1956,56,3.8125,3.275
6281,47725,Angel-A,2005,63,3.2142857142857144,3.125
6282,47736,"Chump at Oxford, A",1940,4,3.75,3.106
6283,47774,"Icicle Thief, The (Ladri di saponette)",1989,3,3.5,3.098
6284,47793,"Puffy Chair, The",2006,17,3.4705882352941178,3.126
6285,47810,"Wicker Man, The",2006,137,2.072992700729927,2.626
6286,47894,"Wind That Shakes the Barley, The",2006,116,3.7758620689655173,3.375
6287,47937,Severance,2006,57,3.008771929824561,3.069
6288,47950,Hollywoodland,2006,89,3.0898876404494384,3.09
6289,47952,"Covenant, The",2006,60,2.7333333333333334,2.994
6290,47970,"Last Kiss, The",2006,110,3.3545454545454545,3.197
6291,47978,SherryBaby,2006,33,3.272727272727273,3.121
6292,47997,Idiocracy,2006,463,3.2645788336933044,3.219
6293,47999,Jesus Camp,2006,242,3.739669421487603,3.478
6294,48001,"Bow, The (Hwal)",2005,14,3.5,3.123
6295,48032,"Tiger and the Snow, The (La tigre e la neve)",2005,35,3.6714285714285713,3.193
6296,48043,"Fountain, The",2006,582,3.625429553264605,3.508
6297,48045,Fear City: A Family-Style Comedy (La cité de la peur),1994,16,4.09375,3.18
6298,48082,"Science of Sleep, The (La science des rêves)",2006,419,3.756563245823389,3.57
6299,48142,"Black Dahlia, The",2006,179,2.776536312849162,2.926
6300,48150,"Woods, The",2006,11,2.6363636363636362,3.062
6301,48161,Gridiron Gang,2006,44,3.159090909090909,3.105
6302,48214,Land of Plenty (Angst and Alienation in America),2004,9,3.0,3.086
6303,48262,"Bridge, The",2006,24,3.4791666666666665,3.14
6304,48304,Apocalypto,2006,600,3.6166666666666667,3.504
6305,48319,Flyboys,2006,57,3.4649122807017543,3.187
6306,48322,Jackass Number Two,2006,226,3.1261061946902653,3.111
6307,48326,All the King's Men,2006,57,3.236842105263158,3.128
6308,48342,Conversations with Other Women,2005,33,3.5303030303030303,3.164
6309,48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,1687,3.4048606994665085,3.377
6310,48394,"Pan's Labyrinth (Laberinto del fauno, El)",2006,2500,4.0154,3.959
6311,48412,"Guardian, The",2006,132,3.321969696969697,3.194
6312,48414,Open Season,2006,107,3.0373831775700935,3.069
6313,48416,School for Scoundrels,2006,48,3.0104166666666665,3.072
6314,48516,"Departed, The",2006,3235,4.108191653786708,4.059
6315,48518,"Texas Chainsaw Massacre: The Beginning, The",2006,95,2.5157894736842104,2.879
6316,48520,Employee of the Month,2006,104,2.7451923076923075,2.956
6317,48560,Running With Scissors,2006,86,3.2151162790697674,3.133
6318,48593,Man of the Year,2006,91,2.791208791208791,2.983
6319,48596,"Marine, The",2006,37,2.22972972972973,2.931
6320,48598,Infamous,2006,32,3.515625,3.16
6321,48638,Fellini's Casanova (Il Casanova di Federico Fellini),1976,9,2.7777777777777777,3.074
6322,48649,Chapayev,1934,2,4.0,3.101
6323,48678,Feast,2005,40,2.875,3.048
6324,48696,Little Children,2006,298,3.8053691275167787,3.552
6325,48698,Deliver Us from Evil,2006,49,3.704081632653061,3.232
6326,48738,"Last King of Scotland, The",2006,842,3.883016627078385,3.754
6327,48741,"U.S. vs. John Lennon, The",2006,29,3.396551724137931,3.137
6328,48744,Shortbus,2006,116,3.6422413793103448,3.32
6329,48774,Children of Men,2006,1995,3.886967418546366,3.827
6330,48780,"Prestige, The",2006,2665,4.050844277673546,3.995
6331,48783,Flags of Our Fathers,2006,246,3.5121951219512195,3.344
6332,48872,13 Tzameti,2005,56,3.7142857142857144,3.25
6333,48877,Saw III,2006,340,2.802941176470588,2.896
6334,48879,Catch a Fire,2006,37,3.3783783783783785,3.144
6335,48883,Death of a President,2006,38,3.1184210526315788,3.096
6336,48982,Flushed Away,2006,218,3.43348623853211,3.287
6337,48997,Perfume: The Story of a Murderer,2006,341,3.633431085043988,3.458
6338,49013,"Santa Clause 3: The Escape Clause, The",2006,56,2.3125,2.892
6339,49110,Mom and Dad Save the World,1992,18,2.361111111111111,3.018
6340,49130,"Good Year, A",2006,111,3.5,3.256
6341,49132,Shut Up & Sing,2006,44,3.409090909090909,3.158
6342,49220,For Your Consideration,2006,78,2.9615384615384617,3.049
6343,49263,Fuck,2005,31,3.4193548387096775,3.143
6344,49265,Shooting Dogs (a.k.a. Beyond the Gates),2005,21,3.880952380952381,3.18
6345,49272,Casino Royale,2006,2720,3.844669117647059,3.802
6346,49274,Happy Feet,2006,365,3.095890410958904,3.094
6347,49276,Let's Go to Prison,2006,45,2.611111111111111,2.987
6348,49278,Déjà Vu (Deja Vu),2006,629,3.6160572337042924,3.508
6349,49280,Bobby,2006,79,3.5253164556962027,3.232
6350,49284,10 Items or Less,2006,90,3.327777777777778,3.175
6351,49286,"Holiday, The",2006,432,3.542824074074074,3.419
6352,49314,Harsh Times,2006,68,3.301470588235294,3.152
6353,49347,Fast Food Nation,2006,81,3.228395061728395,3.136
6354,49389,The Great Train Robbery,1903,17,3.0294117647058822,3.085
6355,49396,Tenacious D in The Pick of Destiny,2006,201,3.3308457711442787,3.223
6356,49524,"Nativity Story, The",2006,23,3.630434782608696,3.157
6357,49530,Blood Diamond,2006,1621,3.8713756940160393,3.8
6358,49647,Charlotte's Web,2006,85,3.164705882352941,3.116
6359,49649,Eragon,2006,280,2.55,2.749
6360,49651,Rocky Balboa,2006,275,3.34,3.247
6361,49666,Fur: An Imaginary Portrait of Diane Arbus,2006,30,3.3,3.123
6362,49688,"Dam Busters, The",1955,19,3.6052631578947367,3.144
6363,49735,Another Gay Movie,2006,3,2.1666666666666665,3.074
6364,49772,"Painted Veil, The",2006,189,3.7698412698412698,3.455
6365,49793,We Are Marshall,2006,100,3.53,3.257
6366,49822,"Good Shepherd, The",2006,260,3.4615384615384617,3.318
6367,49824,Dreamgirls,2006,153,3.2679738562091503,3.176
6368,49910,Freedom Writers,2007,131,3.732824427480916,3.376
6369,49917,When the Levees Broke: A Requiem in Four Acts,2006,22,3.6363636363636362,3.155
6370,49932,Inland Empire,2006,132,3.6553030303030303,3.343
6371,49957,"History Boys, The",2006,63,3.4444444444444446,3.189
6372,49961,Notes on a Scandal,2006,240,3.754166666666667,3.486
6373,50003,DOA: Dead or Alive,2006,58,2.3706896551724137,2.902
6374,50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia),2006,112,3.517857142857143,3.264
6375,50064,"Good German, The",2006,60,3.125,3.1
6376,50068,Letters from Iwo Jima,2006,468,3.7745726495726495,3.598
6377,50147,Black Christmas,2006,26,1.9423076923076923,2.932
6378,50158,Stomp the Yard,2007,19,2.710526315789474,3.051
6379,50160,Miss Potter,2006,81,3.537037037037037,3.239
6380,50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile),2006,139,2.431654676258993,2.787
6381,50274,Venus,2006,50,3.77,3.25
6382,50354,The Return of Don Camillo,1953,5,2.7,3.079
6383,50356,The Little World of Don Camillo,1952,7,2.642857142857143,3.072
6384,50440,Primeval,2007,25,1.94,2.937
6385,50442,Alpha Dog,2007,150,3.236666666666667,3.16
6386,50445,"Hitcher, The",2007,40,2.6125,2.996
6387,50514,After the Wedding (Efter brylluppet),2006,72,3.6458333333333335,3.26
6388,50601,Bridge to Terabithia,2007,261,3.4042145593869733,3.283
6389,50610,Beer League,2006,3,2.3333333333333335,3.077
6390,50613,Dead Meat,2004,3,2.6666666666666665,3.083
6391,50658,49 Up,2005,71,4.028169014084507,3.375
6392,50685,Waitress,2007,207,3.657004830917874,3.407
6393,50740,Seven Up!,1964,79,3.911392405063291,3.358
6394,50792,Catch and Release,2006,62,3.1370967741935485,3.103
6395,50794,Smokin' Aces,2006,248,3.2036290322580645,3.159
6396,50796,Blood and Chocolate,2007,29,3.206896551724138,3.108
6397,50798,Epic Movie,2007,198,1.494949494949495,2.216
6398,50800,"Messengers, The",2007,50,2.51,2.954
6399,50802,Because I Said So,2007,91,2.9395604395604398,3.036
6400,50804,Hannibal Rising,2007,159,3.050314465408805,3.071
6401,50806,Norbit,2007,99,1.9141414141414141,2.646
6402,50842,"Boss of It All, The (Direktøren for det hele)",2006,37,3.6216216216216215,3.189
6403,50851,Cocaine Cowboys,2006,90,3.65,3.289
6404,50872,Ratatouille,2007,2176,3.8138786764705883,3.763
6405,50912,"Paris, I Love You (Paris, je t'aime)",2006,206,3.6383495145631066,3.396
6406,50923,"Astronaut Farmer, The",2007,76,3.0723684210526314,3.085
6407,50942,"Wake Up, Ron Burgundy",2004,11,3.0454545454545454,3.087
6408,50954,It's a Boy Girl Thing,2006,48,3.1770833333333335,3.11
6409,50999,"Ugly Duckling and Me!, The",2006,3,4.166666666666667,3.11
6410,51024,The Odyssey,1997,17,3.1470588235294117,3.096
6411,51037,Unknown,2006,51,3.2058823529411766,3.118
6412,51077,Ghost Rider,2007,376,2.55718085106383,2.718
6413,51080,Breach,2007,250,3.662,3.436
6414,51082,Tyler Perry's Daddy's Little Girls,2007,17,3.0294117647058822,3.085
6415,51084,Music and Lyrics,2007,296,3.3192567567567566,3.238
6416,51086,"Number 23, The",2007,305,3.045901639344262,3.061
6417,51088,Reno 911!: Miami,2007,81,2.8641975308641974,3.015
6418,51091,Black Snake Moan,2006,183,3.360655737704918,3.233
6419,51167,My Father and My Son (Babam ve oglum),2005,5,4.1,3.12
6420,51174,Factory Girl,2006,39,3.3205128205128207,3.135
6421,51255,Hot Fuzz,2007,1697,3.8497348261638185,3.783
6422,51314,Golden Door (Nuovomondo),2006,8,4.0625,3.136
6423,51357,Citizen X,1995,36,3.4583333333333335,3.157
6424,51412,Next,2007,270,3.1592592592592594,3.133
6425,51471,Amazing Grace,2006,77,3.6363636363636362,3.265
6426,51498,2001 Maniacs,2005,18,2.888888888888889,3.07
6427,51540,Zodiac,2007,926,3.687365010799136,3.598
6428,51545,Pusher III: I'm the Angel of Death,2005,15,3.933333333333333,3.161
6429,51562,Babylon 5: The Gathering,1993,35,3.4714285714285715,3.158
6430,51573,Meshes of the Afternoon,1943,13,3.5384615384615383,3.123
6431,51575,Wild Hogs,2007,175,2.617142857142857,2.845
6432,51662,300,2007,2374,3.658171861836563,3.622
6433,51666,"Abandoned, The",2006,20,2.8,3.059
6434,51694,Starter for 10,2006,47,3.478723404255319,3.177
6435,51698,"Last Mimzy, The",2007,85,3.235294117647059,3.14
6436,51705,Priceless (Hors de prix),2006,60,3.6166666666666667,3.232
6437,51709,"Host, The (Gwoemul)",2006,196,3.49234693877551,3.31
6438,51834,Becoming Jane,2007,130,3.3576923076923078,3.209
6439,51884,"Namesake, The",2006,94,3.6808510638297873,3.306
6440,51903,I Think I Love My Wife,2007,30,2.566666666666667,3.009
6441,51925,Premonition,2007,105,2.842857142857143,2.993
6442,51927,Dead Silence,2007,58,2.9655172413793105,3.058
6443,51931,Reign Over Me,2007,165,3.6787878787878787,3.386
6444,51933,Pride,2007,9,3.3333333333333335,3.103
6445,51935,Shooter,2007,512,3.62890625,3.499
6446,51937,"Hills Have Eyes II, The",2007,81,2.388888888888889,2.858
6447,51939,TMNT (Teenage Mutant Ninja Turtles),2007,120,2.975,3.041
6448,52042,Black Book (Zwartboek),2006,158,3.740506329113924,3.41
6449,52241,"Lookout, The",2007,179,3.553072625698324,3.332
6450,52245,Blades of Glory,2007,427,3.0339578454332554,3.05
6451,52279,Are We Done Yet?,2007,26,1.9038461538461537,2.927
6452,52281,Grindhouse,2007,775,3.7,3.594
6453,52283,"Reaping, The",2007,65,2.9615384615384617,3.054
6454,52287,Meet the Robinsons,2007,180,3.5055555555555555,3.308
6455,52299,American Hardcore,2006,8,2.8125,3.077
6456,52319,Inglorious Bastards (Quel maledetto treno blindato),1978,234,3.876068376068376,3.553
6457,52328,Sunshine,2007,537,3.6359404096834265,3.509
6458,52375,"Hoax, The",2007,49,3.2653061224489797,3.131
6459,52435,How the Grinch Stole Christmas!,1966,310,3.7225806451612904,3.505
6460,52458,Disturbia,2007,320,3.203125,3.165
6461,52462,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,60,3.158333333333333,3.109
6462,52579,"Vie en Rose, La (Môme, La)",2007,146,3.6575342465753424,3.358
6463,52604,Fracture,2007,349,3.7707736389684814,3.554
6464,52644,Vacancy,2007,101,3.004950495049505,3.058
6465,52668,In the Land of Women,2007,54,3.287037037037037,3.139
6466,52694,Mr. Bean's Holiday,2007,138,2.778985507246377,2.948
6467,52712,"Invisible, The",2007,41,2.9878048780487805,3.07
6468,52715,Kickin It Old Skool,2007,20,2.025,2.974
6469,52722,Spider-Man 3,2007,1039,2.9470644850818095,2.967
6470,52724,Lucky You,2007,21,2.7142857142857144,3.047
6471,52730,It's a Very Merry Muppet Christmas Movie,2002,14,2.892857142857143,3.075
6472,52767,21 Up,1977,83,3.9457831325301207,3.379
6473,52784,Sharkwater,2006,12,3.5,3.118
6474,52831,Maniac Cop,1988,5,3.0,3.088
6475,52867,"Ex, The",2007,27,2.759259259259259,3.043
6476,52885,Paprika (Papurika),2006,296,3.8277027027027026,3.566
6477,52950,Day Watch (Dnevnoy dozor),2006,108,3.2685185185185186,3.161
6478,52952,This Is England,2006,255,3.868627450980392,3.565
6479,52967,Away from Her,2006,102,3.769607843137255,3.352
6480,52973,Knocked Up,2007,1138,3.5268014059753954,3.472
6481,52975,Hairspray,2007,260,3.3076923076923075,3.224
6482,53000,28 Weeks Later,2007,788,3.4815989847715736,3.414
6483,53022,Wheels on Meals (Kuai can che),1984,7,3.7857142857142856,3.119
6484,53024,Jonestown: The Life and Death of Peoples Temple,2006,64,3.9140625,3.322
6485,53121,Shrek the Third,2007,534,3.0833333333333335,3.085
6486,53123,Once,2006,463,3.939524838012959,3.718
6487,53125,Pirates of the Caribbean: At World's End,2007,1325,3.399245283018868,3.365
6488,53127,Bug,2007,39,2.7948717948717947,3.033
6489,53129,Mr. Brooks,2007,297,3.6094276094276094,3.425
6490,53138,"Librarian: Return to King Solomon's Mines, The",2006,27,3.185185185185185,3.104
6491,53140,"Librarian: Quest for the Spear, The",2004,25,3.28,3.116
6492,53143,Fay Grim,2006,17,2.676470588235294,3.051
6493,53161,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana)",2006,61,3.7049180327868854,3.258
6494,53280,"Breed, The",2006,8,2.875,3.08
6495,53318,Cashback,2006,207,3.7246376811594204,3.445
6496,53322,Ocean's Thirteen,2007,929,3.5441334768568353,3.476
6497,53326,Them (Ils),2006,25,3.34,3.123
6498,53355,Sun Alley (Sonnenallee),1999,7,3.5,3.107
6499,53435,Hostel: Part II,2007,95,2.468421052631579,2.861
6500,53447,Paranoid Park,2007,58,3.2586206896551726,3.134
6501,53450,"Legend of Sleepy Hollow, The",1980,12,2.9583333333333335,3.081
6502,53453,Starcrash (a.k.a. Star Crash),1978,5,2.0,3.058
6503,53460,Surf's Up,2007,140,3.4178571428571427,3.242
6504,53464,Fantastic Four: Rise of the Silver Surfer,2007,508,2.766732283464567,2.845
6505,53466,Nancy Drew,2007,31,2.967741935483871,3.071
6506,53468,Fido,2006,103,3.5485436893203883,3.268
6507,53519,Death Proof,2007,575,3.5669565217391304,3.462
6508,53550,Rescue Dawn,2006,201,3.601990049751244,3.373
6509,53574,"TV Set, The",2006,13,3.0,3.084
6510,53578,"Valet, The (La doublure)",2006,22,3.159090909090909,3.098
6511,53808,Bring It On: All or Nothing,2006,7,2.7142857142857144,3.075
6512,53883,"Power of Nightmares, The: The Rise of the Politics of Fear",2004,36,4.083333333333333,3.27
6513,53894,Sicko,2007,396,3.7563131313131315,3.562
6514,53921,"Mighty Heart, A",2007,40,3.0875,3.09
6515,53953,1408,2007,519,3.279383429672447,3.234
6516,53956,Death at a Funeral,2007,315,3.7746031746031745,3.541
6517,53972,Live Free or Die Hard,2007,889,3.5843644544431945,3.508
6518,53974,License to Wed,2007,67,2.6044776119402986,2.949
6519,53993,Evan Almighty,2007,331,2.768882175226586,2.875
6520,53996,Transformers,2007,1280,3.226171875,3.211
6521,54001,Harry Potter and the Order of the Phoenix,2007,1491,3.7518443997317235,3.687
6522,54004,I Now Pronounce You Chuck and Larry,2007,214,2.9953271028037385,3.036
6523,54116,First Snow,2006,29,3.310344827586207,3.124
6524,54121,Broken Arrow,1950,11,2.6818181818181817,3.064
6525,54185,Manufactured Landscapes,2006,17,3.676470588235294,3.146
6526,54190,Across the Universe,2007,368,3.6956521739130435,3.51
6527,54256,Hot Rod,2007,111,3.355855855855856,3.198
6528,54259,Stardust,2007,925,3.851891891891892,3.738
6529,54272,"Simpsons Movie, The",2007,1213,3.5181368507831823,3.467
6530,54274,I Know Who Killed Me,2007,21,1.6428571428571428,2.925
6531,54276,No Reservations,2007,118,3.2161016949152543,3.143
6532,54281,Charlie Bartlett,2007,160,3.646875,3.366
